budget,genres,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
38000000.0,Action Adventure Comedy Family Science-Fiction,12279,en,21.998734,25-07-2003,197011982.0,84.0,Spy Kids 3-D: Game Over,4.7,511,Robert Rodriguez
40000000.0,Crime Drama Thriller,1645,en,25.219805,24-07-1996,152266007.0,149.0,A Time to Kill,7.0,509,Joel Schumacher
40000000.0,Comedy,11007,en,26.516624,24-12-2003,190212113.0,98.0,Cheaper by the Dozen,6.0,699,Shawn Levy
40000000.0,Action Drama Thriller War,193756,en,37.084384,24-12-2013,149295601.0,121.0,Lone Survivor,7.4,1526,Peter Berg
40000000.0,Comedy,11287,en,21.661028,01-07-1992,107458785.0,128.0,A League of Their Own,6.7,354,Penny Marshall
40000000.0,Horror,259693,en,68.794673,13-05-2016,320170008.0,134.0,The Conjuring 2,7.0,1949,James Wan
40000000.0,Drama,37799,en,69.27822,30-09-2010,224920315.0,120.0,The Social Network,7.1,3391,David Fincher
40000000.0,Comedy Romance Drama,10184,en,26.253357,06-02-2009,177259441.0,129.0,He's Just Not That Into You,6.2,959,Ken Kwapis
45000000.0,Comedy,4257,en,32.549282,13-04-2006,178262620.0,83.0,Scary Movie 4,5.3,750,David Zucker
40000000.0,Horror Mystery,4234,en,24.992057,03-02-2000,161834276.0,116.0,Scream 3,5.7,736,Wes Craven
40000000.0,Adventure Comedy Family Science-Fiction,196,en,45.769562,25-05-1990,244527583.0,118.0,Back to the Future Part III,7.1,2900,Robert Zemeckis
40000000.0,Comedy,257091,en,36.301202,26-03-2015,111811453.0,100.0,Get Hard,5.9,944,Etan Cohen
40000000.0,Romance Horror,6114,en,45.022964,13-11-1992,215862692.0,128.0,Dracula,7.1,1056,Francis Ford Coppola
40000000.0,Romance Drama,24803,en,22.853006,06-08-2009,129540499.0,123.0,Julie & Julia,6.6,560,Nora Ephron
40000000.0,Drama,109410,en,31.884559,12-04-2013,95020213.0,128.0,42,6.8,787,Brian Helgeland
40000000.0,Thriller Crime Drama,1213,en,31.385257,25-12-1999,128798265.0,139.0,The Talented Mr. Ripley,7.0,767,Anthony Minghella
40000000.0,Comedy,100042,en,67.767785,12-11-2014,169837010.0,110.0,Dumb and Dumber To,5.4,1127,Bobby Farrelly
40000000.0,Adventure Drama Family,9036,en,24.287306,17-02-2006,120455994.0,120.0,Eight Below,6.7,542,Frank Marshall
35000000.0,Comedy,257211,en,53.114573,24-09-2015,194564672.0,121.0,The Intern,7.1,1881,Nancy Meyers
40000000.0,Action Comedy,323675,en,25.136082,14-01-2016,124827316.0,102.0,Ride Along 2,6.1,555,Tim Story
40000000.0,Action Adventure Drama History Romance,9361,en,37.776566,25-09-1992,75505856.0,112.0,The Last of the Mohicans,7.1,732,Michael Mann
40000000.0,Drama Music,1677,en,21.743321,29-10-2004,124731534.0,152.0,Ray,7.2,467,Taylor Hackford
40000000.0,Action Thriller Crime,187,en,66.003433,01-04-2005,158733820.0,124.0,Sin City,7.2,2691,Robert Rodriguez
40000000.0,Drama Action Thriller Crime,7461,en,24.862767,01-02-2008,151161491.0,90.0,Vantage Point,6.2,716,Pete Travis
41000000.0,Comedy,16538,en,25.391899,20-03-2009,91636986.0,105.0,"I Love You, Man",6.5,515,John Hamburg
40000000.0,Comedy Romance,9889,en,29.854773,01-11-2001,141069860.0,114.0,Shallow Hal,5.7,731,Bobby Farrelly
40000000.0,Drama Thriller History,820,en,26.82041,20-12-1991,205405498.0,189.0,JFK,7.5,502,Oliver Stone
40000000.0,Comedy Crime,11565,en,17.61292,26-01-2006,138259062.0,99.0,Big Momma's House 2,5.4,371,John Whitesell
57000000.0,Action Comedy Crime Romance,6073,en,21.021809,01-03-2001,147845033.0,123.0,The Mexican,5.8,441,Gore Verbinski
20000000.0,Comedy,16996,en,52.571674,11-03-2009,136267476.0,102.0,17 Again,6.1,1350,Burr Steers
40000000.0,Comedy Romance,193610,en,34.519636,16-04-2014,196781193.0,109.0,The Other Woman,6.2,1437,Nick Cassavetes
40000000.0,Horror Mystery,19912,en,32.478077,26-08-2009,186167139.0,82.0,The Final Destination,5.4,831,David R. Ellis
40000000.0,Thriller Drama,296098,en,48.445978,15-10-2015,165478348.0,141.0,Bridge of Spies,7.2,2583,Steven Spielberg
40000000.0,Action Drama Thriller War,8007,en,24.012986,17-11-2001,91753202.0,106.0,Behind Enemy Lines,6.0,457,John Moore
40000000.0,Comedy,32823,en,17.869443,04-06-2010,90029656.0,109.0,Get Him to the Greek,5.9,612,Nicholas Stoller
50000000.0,Drama Romance Comedy,4380,en,14.231899,15-10-2004,170128460.0,107.0,Shall We Dance?,5.9,297,Peter Chelsom
40000000.0,Comedy Adventure Fantasy Science-Fiction Action,11551,en,23.088571,10-07-1998,54682547.0,110.0,Small Soldiers,6.2,511,Joe Dante
40000000.0,Action Adventure Fantasy Horror Science-Fiction,10336,en,19.833664,31-07-1997,87840042.0,96.0,Spawn,5.0,336,Mark A.Z. Dipp\u00e9
35000000.0,Action Adventure Drama Thriller,11362,en,26.595983,23-01-2002,75395048.0,131.0,The Count of Monte Cristo,7.3,453,Kevin Reynolds
40000000.0,Crime Drama Thriller,50348,en,26.072228,17-03-2011,85412898.0,119.0,The Lincoln Lawyer,7.0,902,Brad Furman
30000000.0,Action Mystery Thriller,48138,en,38.643914,16-02-2011,130786397.0,113.0,Unknown,6.5,1265,Jaume Collet-Serra
40000000.0,Drama Mystery Thriller,1124,en,74.440708,19-10-2006,109676311.0,130.0,The Prestige,8.0,4391,Christopher Nolan
42000000.0,Comedy,227159,en,82.185281,26-11-2014,107670357.0,108.0,Horrible Bosses 2,6.1,1536,Sean Anders
40000000.0,Animation Comedy Adventure Family Science-Fiction,68179,en,18.14218,14-02-2013,74597643.0,89.0,Escape from Planet Earth,5.7,332,Callan Brunker
40000000.0,Action Adventure Drama Thriller,1579,en,41.570047,07-12-2006,120175290.0,139.0,Apocalypto,7.3,1221,Mel Gibson
40000000.0,Action Adventure Thriller,708,en,23.331459,29-06-1987,191185897.0,130.0,The Living Daylights,6.2,440,John Glen
40000000.0,Action Science-Fiction Adventure Thriller,34851,en,47.649554,03-07-2010,126248813.0,107.0,Predators,6.0,1206,Nimr\u00f3d Antal
40000000.0,Thriller Mystery,1586,en,32.908414,12-03-2004,92913171.0,96.0,Secret Window,6.4,972,David Koepp
40000000.0,Romance Drama Mystery,2044,en,29.88736,16-06-2006,114830111.0,99.0,The Lake House,6.5,670,Alejandro Agresti
43000000.0,Drama Horror Mystery Thriller,9913,en,29.105407,29-07-2005,91974818.0,104.0,The Skeleton Key,6.4,573,Iain Softley
40000000.0,Comedy Romance,10761,en,19.574774,02-05-2008,84601681.0,101.0,Made of Honor,6.0,394,Paul Weiland
40000000.0,Music Drama,209451,en,14.199933,05-06-2014,67347013.0,134.0,Jersey Boys,6.8,255,Clint Eastwood
40000000.0,Drama Crime Thriller,11975,en,12.229516,18-11-1997,45916769.0,135.0,The Rainmaker,6.7,235,Francis Ford Coppola
40000000.0,Horror Thriller,4970,en,27.303608,21-11-2003,141591324.0,98.0,Gothika,5.8,629,Mathieu Kassovitz
36000000.0,Drama History Mystery,11831,en,3.698276,03-12-1997,74000000.0,155.0,Amistad,6.8,316,Steven Spielberg
40000000.0,Fantasy Action Science-Fiction Thriller Horror,440,en,39.381913,25-12-2007,41797066.0,94.0,Aliens vs Predator: Requiem,4.9,740,Colin Strause
40000000.0,Comedy Music Romance,11172,en,17.659032,09-02-2007,145896422.0,96.0,Music and Lyrics,6.2,554,Marc Lawrence
40000000.0,Adventure Comedy Science-Fiction,39513,en,43.151268,14-02-2011,97552050.0,104.0,Paul,6.5,1789,Greg Mottola
40000000.0,Comedy,82687,en,15.283444,19-12-2012,41863726.0,95.0,The Guilt Trip,5.4,284,Anne Fletcher
40000000.0,Horror Mystery,41446,en,35.21926,11-04-2011,97138686.0,111.0,Scream 4,6.1,902,Wes Craven
40000000.0,Thriller Crime Mystery,8224,en,25.580272,26-02-1999,96618699.0,123.0,8MM,6.1,474,Joel Schumacher
38000000.0,Drama Music,10537,en,10.794175,01-03-1991,34416893.0,140.0,The Doors,6.7,275,Oliver Stone
40000000.0,Comedy,225886,en,72.641296,17-07-2014,126069509.0,97.0,Sex Tape,5.3,1695,Jake Kasdan
40000000.0,Comedy Drama,10385,en,3.415534,16-02-2000,36037909.0,94.0,Hanging Up,5.0,40,Diane Keaton
47000000.0,Horror Mystery,55779,en,38.555482,12-08-2011,157887643.0,92.0,Final Destination 5,5.9,866,Steven Quale
40000000.0,Drama Romance,10647,en,24.313684,12-10-2000,55707411.0,122.0,Pay It Forward,7.0,432,Mimi Leder
30000000.0,Comedy Drama Romance,11431,en,9.965073,06-04-2005,50451307.0,103.0,Fever Pitch,5.9,182,Bobby Farrelly
25000000.0,Adventure Fantasy Action Thriller Science-Fiction,8850,en,8.178203,01-07-1994,48063435.0,108.0,The Shadow,5.4,138,Russell Mulcahy
40000000.0,Drama,64685,en,31.066874,24-12-2011,55247881.0,129.0,Extremely Loud & Incredibly Close,6.9,708,Stephen Daldry
40000000.0,Comedy Drama Romance,38357,en,22.491388,12-01-2010,58785180.0,102.0,Morning Glory,6.1,412,Roger Michell
40000000.0,Drama,10060,en,12.885985,09-11-2005,46442528.0,117.0,Get Rich or Die Tryin',6.3,186,Jim Sheridan
40000000.0,Crime Action Adventure,11398,en,7.832337,23-08-2000,30199105.0,117.0,The Art of War,5.6,135,Christian Duguay
40000000.0,Drama Romance,1833,en,10.433667,23-11-2005,31670620.0,135.0,Rent,6.7,155,Chris Columbus
40000000.0,Drama Horror Thriller Crime,10391,en,3.321949,11-08-2000,0.0,107.0,Bless the Child,4.9,71,Chuck Russell
75000000.0,Comedy,8970,en,4.842626,02-04-1999,29000000.0,90.0,The Out-of-Towners,5.0,45,Sam Weisman
40000000.0,Fantasy Horror Science-Fiction,9306,en,13.210898,23-08-1996,49627779.0,96.0,The Island of Dr. Moreau,4.6,147,John Frankenheimer
40000000.0,Action Adventure Drama,11370,en,3.296933,07-09-2001,27053815.0,104.0,The Musketeer,5.2,56,Peter Hyams
40000000.0,Drama Romance,1921,en,19.372805,16-02-2001,65754228.0,119.0,Sweet November,6.4,278,Pat O'Connor
40000000.0,Horror,1683,en,13.445697,05-04-2007,62771059.0,99.0,The Reaping,5.4,205,Stephen Hopkins
500000.0,Drama Crime,203,en,17.002096,02-10-1973,3000000.0,110.0,Mean Streets,7.2,345,Martin Scorsese
40000000.0,Comedy War,11858,en,4.516953,03-06-1994,24332324.0,128.0,Renaissance Man,5.9,81,Penny Marshall
40000000.0,Action Thriller Crime Drama,62835,en,33.785969,27-07-2011,60965854.0,108.0,Colombiana,6.5,824,Olivier Megaton
40000000.0,Fantasy Animation Drama Romance Family,18937,en,16.059443,15-05-1998,38172500.0,86.0,Quest for Camelot,6.9,190,Frederik Du Chau
40000000.0,Crime Drama Mystery,13536,en,3.476966,06-09-2002,22433915.0,108.0,City By The Sea,5.7,92,Michael Caton-Jones
40000000.0,Action,10718,en,7.360793,16-01-2004,46546197.0,84.0,Torque,4.7,119,Joseph Kahn
0.0,Drama Thriller,11062,en,3.621837,16-02-1996,0.0,111.0,City Hall,6.0,67,Harold Becker
45000000.0,Drama,10802,en,14.513305,22-09-1995,20350754.0,128.0,Showgirls,4.9,256,Paul Verhoeven
40000000.0,Drama History,1887,en,22.364549,24-05-2006,60474340.0,123.0,Marie Antoinette,6.5,642,Sofia Coppola
63600000.0,Action Drama Thriller Crime,10461,en,4.494788,06-10-2000,19412993.0,102.0,Get Carter,4.8,145,Stephen T. Kay
42000000.0,Thriller Drama,80278,en,47.559928,09-09-2012,180274123.0,113.0,The Impossible,7.0,2025,Juan Antonio Bayona
55000000.0,Action Adventure Comedy,12704,en,2.410546,15-05-1987,14375181.0,107.0,Ishtar,4.2,28,Elaine May
40000000.0,Adventure Animation Comedy Family,10315,en,41.258956,23-10-2009,46471023.0,87.0,Fantastic Mr. Fox,7.5,1176,Wes Anderson
40000000.0,Comedy Drama Romance,16643,en,8.980846,26-04-2002,16872671.0,103.0,Life or Something Like It,5.7,124,Stephen Herek
40000000.0,Comedy Fantasy Science-Fiction,2687,en,7.222985,28-02-1992,14358033.0,99.0,Memoirs of an Invisible Man,5.7,125,John Carpenter
10000000.0,Comedy Romance,194,fr,73.720244,25-04-2001,173921954.0,122.0,Amélie,7.8,3310,Jean-Pierre Jeunet
60000000.0,Comedy,8849,en,15.219263,22-10-2004,13395939.0,103.0,Alfie,5.6,248,Charles Shyer
40000000.0,Adventure Drama Romance,78698,en,8.303696,02-02-2012,24719215.0,107.0,Big Miracle,6.6,152,Ken Kwapis
38000000.0,Drama Mystery,30943,en,4.746085,12-03-1999,28121100.0,106.0,The Deep End of the Ocean,5.9,54,Ulu Grosbard
40000000.0,Horror Thriller,9544,en,6.756886,09-08-2002,18902015.0,101.0,FearDotCom,3.2,105,William Malone
40000000.0,Adventure Fantasy Action Thriller,24418,en,16.424807,23-10-2009,28169671.0,109.0,Cirque du Freak: The Vampire's Assistant,5.5,348,Paul Weitz
40000000.0,Action Comedy Thriller,7288,en,15.590001,26-09-2003,19322135.0,89.0,Duplex,5.9,482,Danny DeVito
0.0,Action Drama Thriller,24575,en,1.630541,01-01-1980,0.0,115.0,Raise the Titanic,5.2,21,Jerry Jameson
45000000.0,Action Science-Fiction,10366,en,14.566664,05-08-1999,10667893.0,82.0,Universal Soldier: The Return,4.2,135,Mic Rodgers
33000000.0,Action Horror Mystery Science-Fiction Thriller,19898,en,28.353517,08-09-2009,20645327.0,108.0,Pandorum,6.5,774,Christian Alvart
40000000.0,Action Adventure Drama Thriller,15074,en,2.911819,27-11-2002,10959475.0,93.0,Extreme Ops,5.0,28,Christian Duguay
50000000.0,Science-Fiction Thriller,1272,en,51.502884,05-04-2007,32017803.0,107.0,Sunshine,7.0,1182,Danny Boyle
40000000.0,Drama Comedy,72358,en,13.119133,07-03-2012,22044277.0,91.0,A Thousand Words,6.0,373,Brian Robbins
40000000.0,Action Drama Crime,266396,en,26.935458,16-02-2015,13644292.0,115.0,The Gunman,5.5,392,Pierre Morel
40000000.0,Adventure Action Family,9978,en,16.282962,21-07-2006,23937870.0,93.0,Stormbreaker,5.1,213,Geoffrey Sax
20000000.0,Thriller Drama Mystery,8271,en,31.690456,12-04-2007,117760134.0,105.0,Disturbia,6.6,1006,D.J. Caruso
20000000.0,Action Crime Thriller Drama,10428,en,17.842246,14-09-1995,7563728.0,107.0,Hackers,6.2,398,Iain Softley
39200000.0,Action Science-Fiction Drama,110415,ko,64.238688,01-08-2013,86758912.0,126.0,Snowpiercer,6.7,2854,Bong Joon-ho
15000000.0,Fantasy Action Thriller,9495,en,44.690107,11-05-1994,94000000.0,102.0,The Crow,7.3,953,Alex Proyas
40000000.0,Action Adventure War History,256040,te,16.254032,10-07-2015,100000000.0,159.0,Baahubali: The Beginning,7.5,135,S.S. Rajamouli
39000000.0,Drama Romance Fantasy,24420,en,37.492928,14-08-2009,101229792.0,107.0,The Time Traveler's Wife,6.7,798,Robert Schwentke
39000000.0,Animation Comedy Family,62214,en,27.908783,04-10-2012,35287788.0,87.0,Frankenweenie,6.6,932,Tim Burton
39000000.0,Science-Fiction Action Adventure Thriller,16320,en,45.388937,25-08-2005,38869464.0,119.0,Serenity,7.4,1264,Joss Whedon
39000000.0,Romance Drama,8842,en,2.817364,20-02-2004,6614280.0,106.0,Against the Ropes,4.5,32,Charles S. Dutton
39000000.0,Comedy Action Adventure Fantasy Science-Fiction,9531,en,22.164202,17-06-1983,75850624.0,125.0,Superman III,5.3,490,Richard Lester
40000000.0,Comedy,64807,en,21.362949,25-12-2013,44907260.0,113.0,Grudge Match,6.0,433,Peter Segal
80341000.0,Adventure Drama Action,12289,zh,14.8375,10-07-2008,127814609.0,150.0,Red Cliff,7.1,205,John Woo
30000000.0,Comedy Romance,11529,en,18.256028,26-09-2002,180622424.0,108.0,Sweet Home Alabama,6.0,394,Andy Tennant
38000000.0,Comedy Romance,20943,en,22.332927,24-07-2009,205298907.0,96.0,The Ugly Truth,6.4,972,Robert Luketic
38000000.0,Action Adventure Family,9488,en,24.085144,07-08-2002,119723358.0,100.0,Spy Kids 2: The Island of Lost Dreams,5.3,521,Robert Rodriguez
38000000.0,Science-Fiction Action Adventure Thriller,193,en,14.779041,17-11-1994,120000000.0,118.0,Star Trek: Generations,6.4,452,David Carson
3860000.0,Action Drama History,44865,zh,19.947265,08-01-2013,64076736.0,130.0,The Grandmaster,6.3,273,Wong Kar-wai
38000000.0,Drama Romance,55787,en,16.801218,15-03-2011,114156230.0,120.0,Water for Elephants,6.7,850,Francis Lawrence
50000000.0,Drama,10400,en,20.825781,17-09-1999,73956241.0,146.0,The Hurricane,7.2,396,Norman Jewison
38000000.0,Drama Thriller,1957,en,11.500783,24-05-2002,51801187.0,114.0,Enough,6.2,264,Michael Apted
38000000.0,Action Comedy Family,256961,en,41.258487,16-04-2015,107597242.0,94.0,Paul Blart: Mall Cop 2,5.0,567,Andy Fickman
53000000.0,Drama Romance Thriller,5852,en,6.454634,15-05-2001,29700000.0,102.0,Angel Eyes,5.6,88,Luis Mandoki
38000000.0,Horror Mystery Thriller,622,en,30.359164,24-08-1999,58401898.0,133.0,The Ninth Gate,6.3,756,Roman Polanski
38000000.0,Drama Thriller,11306,en,3.426555,27-09-1996,17380126.0,118.0,Extreme Measures,5.7,80,Michael Apted
57000000.0,Music Drama Comedy,12508,en,11.60815,04-09-2001,16991902.0,105.0,Rock Star,6.0,190,Stephen Herek
10000000.0,Drama,25793,en,18.664624,06-11-2009,47536959.0,110.0,Precious,6.9,417,Lee Daniels
38000000.0,Action Drama,10534,en,10.047579,02-02-1996,10300000.0,129.0,White Squall,6.3,86,Ridley Scott
15000000.0,Horror Mystery Science-Fiction,1091,en,52.731379,25-06-1982,19629760.0,109.0,The Thing,7.8,1588,John Carpenter
38000000.0,Science-Fiction Action Thriller,87421,en,46.630062,02-09-2013,98337295.0,119.0,Riddick,6.2,2035,David Twohy
37000000.0,Action Adventure Mystery Thriller,10871,en,4.131546,31-10-1997,6482195.0,118.0,Switchback,5.8,52,Jeb Stuart
55000000.0,Adventure Family Fantasy,13600,en,23.465539,07-10-2008,17869048.0,90.0,City of Ember,6.2,605,Gil Kenan
32000000.0,Drama,68722,en,25.682509,07-09-2012,28258060.0,137.0,The Master,7.0,701,Paul Thomas Anderson
38000000.0,Adventure Action Comedy Romance,14324,en,6.760922,17-12-2007,5410749.0,93.0,Virgin Territory,4.3,75,David Leland
40000000.0,Drama,14325,en,3.87823,10-10-2008,9793496.0,130.0,The Express,7.1,71,Gary Fleder
38000000.0,Adventure Science-Fiction,299687,en,57.889964,14-01-2016,109906372.0,112.0,The 5th Wave,5.6,1945,J Blakeson
37000000.0,Drama,312221,en,57.773583,25-11-2015,173567581.0,133.0,Creed,7.3,1915,Ryan Coogler
37000000.0,Crime Drama Thriller,23168,en,24.218358,15-09-2010,154026136.0,125.0,The Town,7.0,1468,Ben Affleck
40000000.0,Romance Comedy Drama,76494,en,27.009723,17-05-2012,79700000.0,110.0,What to Expect When You're Expecting,5.8,594,Kirk Jones
37000000.0,Comedy Drama,4944,en,31.941347,05-09-2008,163720069.0,96.0,Burn After Reading,6.5,1222,Joel Coen
37000000.0,Adventure Comedy Family Fantasy,10488,en,14.353279,03-04-2008,100076342.0,96.0,Nim's Island,5.6,330,Jennifer Flackett
38000000.0,Drama Action,96721,en,33.003828,02-09-2013,90247624.0,123.0,Rush,7.7,2277,Ron Howard
37000000.0,Drama,334,en,30.993736,08-12-1999,48451803.0,188.0,Magnolia,7.5,825,Paul Thomas Anderson
30000000.0,Action Comedy Crime,23742,en,25.825771,26-02-2010,55583804.0,107.0,Cop Out,5.3,511,Kevin Smith
38000000.0,Comedy Romance,259694,en,46.078371,21-01-2016,112343513.0,110.0,How to Be Single,5.9,1201,Christian Ditter
37000000.0,Drama Family,62837,en,6.63839,23-09-2011,95404397.0,113.0,Dolphin Tale,6.7,163,Charles Martin Smith
37000000.0,Adventure Fantasy Drama Romance,8966,en,127.084938,20-11-2008,392616625.0,122.0,Twilight,5.8,3561,Catherine Hardwicke
36000000.0,Drama Thriller Crime,8470,en,27.465433,15-02-2002,102244770.0,116.0,John Q,7.0,594,Nick Cassavetes
65000000.0,Action Comedy Crime,11001,en,16.865782,17-09-1999,117758500.0,93.0,Blue Streak,6.1,352,Les Mayfield
37000000.0,Comedy Crime,138832,en,100.348805,07-08-2013,269994119.0,110.0,We're the Millers,6.8,2972,Rawson Marshall Thurber
36500000.0,Action Fantasy Science-Fiction Thriller,16911,ru,2.785832,18-12-2008,21834845.0,115.0,The Inhabited Island,5.3,23,Fyodor Bondarchuk
36000000.0,Drama Action Thriller,2163,en,9.176339,02-05-1997,50159144.0,95.0,Breakdown,6.6,198,Jonathan Mostow
36000000.0,Adventure Action Thriller,36670,en,23.380757,07-10-1983,160000000.0,134.0,Never Say Never Again,5.8,338,Irvin Kershner
36000000.0,Science-Fiction Comedy Adventure,23048,en,33.926473,26-03-2010,64572262.0,101.0,Hot Tub Time Machine,6.0,894,Steve Pink
36000000.0,Family Drama,227735,en,6.967857,12-09-2014,52424533.0,107.0,Dolphin Tale 2,6.7,96,Charles Martin Smith
42000000.0,Thriller,2155,en,11.470135,25-02-2000,32168970.0,124.0,Reindeer Games,5.4,173,John Frankenheimer
36000000.0,Action Drama,8409,en,19.854932,04-04-2003,44350926.0,109.0,A Man Apart,5.8,258,F. Gary Gray
37000000.0,Drama Comedy Romance,222936,en,29.652536,27-05-2015,26250020.0,105.0,Aloha,5.2,692,Cameron Crowe
0.0,Drama Romance,10219,en,2.79483,22-12-1999,0.0,127.0,Snow Falling on Cedars,6.3,32,Scott Hicks
37000000.0,Drama Thriller Horror,48171,en,11.492474,28-01-2011,96047633.0,114.0,The Rite,5.8,556,Mikael H\u00e5fstr\u00f6m
36000000.0,Thriller Science-Fiction Mystery Romance,782,en,70.398356,07-09-1997,12532777.0,106.0,Gattaca,7.5,1808,Andrew Niccol
36000000.0,Drama Comedy,75531,de,1.068453,28-01-2000,3003296.0,95.0,Isn't She Great,4.6,14,Andrew Bergman
37000000.0,Animation Family,11802,en,6.293217,17-07-2008,63800345.0,81.0,Space Chimps,5.2,99,Kirk De Micco
0.0,Comedy,9776,en,3.457194,01-01-2003,0.0,95.0,Head of State,5.3,71,Chris Rock
35000000.0,Comedy,18785,en,82.21166,05-06-2009,459270619.0,100.0,The Hangover,7.2,6173,Todd Phillips
36000000.0,Action Drama History,365222,cn,19.167377,19-12-2015,156844753.0,105.0,Ip Man 3,6.5,379,Wilson Yip
33000000.0,Adventure Comedy Crime Science-Fiction,817,en,18.316151,08-06-1999,310940086.0,95.0,Austin Powers: The Spy Who Shagged Me,6.2,1011,Jay Roach
35000000.0,Fantasy Action,268,en,44.104469,23-06-1989,411348924.0,126.0,Batman,7.0,2096,Tim Burton
35000000.0,Adventure Action Comedy Thriller Crime,943,en,36.172182,15-05-1992,321731527.0,118.0,Lethal Weapon 3,6.4,811,Richard Donner
29000000.0,Drama,22881,en,25.767395,20-11-2009,309208309.0,129.0,The Blind Side,7.2,1597,John Lee Hancock
35000000.0,Action Comedy Family Adventure,10054,en,21.543389,18-03-2001,147934180.0,88.0,Spy Kids,5.5,867,Robert Rodriguez
35000000.0,Comedy Crime,51540,en,50.309843,08-07-2011,117000000.0,98.0,Horrible Bosses,6.5,2277,Seth Gordon
38000000.0,Drama Adventure Western,44264,en,49.292384,22-12-2010,252276927.0,110.0,True Grit,7.2,1668,Joel Coen
35000000.0,Comedy Drama Romance,350,en,83.893257,30-06-2006,326551094.0,109.0,The Devil Wears Prada,7.0,3088,David Frankel
35000000.0,Science-Fiction Adventure Mystery,152,en,24.616634,06-12-1979,139000000.0,132.0,Star Trek: The Motion Picture,6.2,530,Robert Wise
35000000.0,Comedy Crime,109431,en,34.005726,07-02-2013,173965010.0,111.0,Identity Thief,5.6,1645,Seth Gordon
35000000.0,Crime Thriller,1598,en,27.714043,15-11-1991,182300000.0,128.0,Cape Fear,7.0,675,Martin Scorsese
35000000.0,Drama Crime,8065,en,45.149948,27-03-2008,69823199.0,123.0,21,6.5,1375,Robert Luketic
35000000.0,Comedy,271718,en,72.774941,17-07-2015,140795793.0,125.0,Trainwreck,5.9,1181,Judd Apatow
35000000.0,Comedy Romance,11638,en,3.74263,25-03-2005,68915888.0,105.0,Guess Who,5.5,225,Kevin Rodney Sullivan
27000000.0,Drama Romance War,409,en,29.381878,14-11-1996,231976425.0,162.0,The English Patient,7.0,542,Anthony Minghella
35000000.0,Crime Drama Mystery Thriller,2118,en,24.860326,19-09-1997,126216940.0,138.0,L.A. Confidential,7.7,1310,Curtis Hanson
35000000.0,Adventure Comedy Family,11459,en,11.041659,29-07-2005,86369815.0,100.0,Sky High,5.8,550,Mike Mitchell
35000000.0,Science-Fiction Horror Action,9348,en,23.607071,07-07-1995,113374103.0,108.0,Species,5.5,453,Roger Donaldson
1800000.0,Horror,377,en,38.204158,14-11-1984,25504513.0,91.0,A Nightmare on Elm Street,7.2,1180,Wes Craven
33000000.0,Horror Science-Fiction Thriller,8843,en,25.413955,17-08-2000,104155843.0,107.0,The Cell,6.0,436,Tarsem Singh
35000000.0,Drama,39486,en,9.525037,20-08-2010,60251371.0,123.0,Secretariat,6.8,103,Randall Wallace
34000000.0,Adventure Animation Comedy Family,1273,en,18.39217,23-03-2007,95608995.0,90.0,TMNT,6.0,345,Kevin Munroe
32000000.0,Drama,13920,en,9.254647,24-10-2003,52277485.0,109.0,Radio,6.8,141,Mike Tollin
35000000.0,Romance Comedy,50544,en,40.526587,21-07-2011,150483765.0,109.0,Friends with Benefits,6.5,2237,Will Gluck
35000000.0,Comedy,325133,en,50.179171,04-05-2016,108758521.0,91.0,Neighbors 2: Sorority Rising,5.6,1462,Nicholas Stoller
35000000.0,Comedy Drama History,140823,en,31.957947,16-11-2013,112544580.0,125.0,Saving Mr. Banks,7.3,1226,John Lee Hancock
34000000.0,Drama History,1883,en,19.822791,18-11-1992,48169908.0,202.0,Malcolm X,7.2,370,Spike Lee
35000000.0,Comedy,89492,en,38.429648,20-12-2012,88058786.0,134.0,This Is 40,5.6,896,Judd Apatow
35000000.0,Comedy Family,22949,en,13.707843,24-11-2009,92219310.0,88.0,Old Dogs,5.2,210,Walt Becker
35000000.0,Fantasy Action Adventure Science-Fiction Thriller,12437,en,51.927471,22-01-2009,91353501.0,92.0,Underworld: Rise of the Lycans,6.2,1428,Patrick Tatopoulos
35000000.0,Comedy,2959,en,14.503568,04-07-2007,69307224.0,91.0,License to Wed,5.2,253,Ken Kwapis
30000000.0,Comedy Romance,11648,en,11.120167,21-07-2005,58405313.0,98.0,Must Love Dogs,5.8,140,Gary David Goldberg
35000000.0,Crime Drama Thriller,9366,en,40.370442,27-02-1997,41954997.0,127.0,Donnie Brasco,7.4,1147,Mike Newell
33000000.0,Horror Action Science-Fiction,1576,en,40.715623,15-03-2002,102984862.0,100.0,Resident Evil,6.4,2065,Paul W.S. Anderson
10700000.0,Horror,609,en,36.230204,04-06-1982,122200000.0,114.0,Poltergeist,7.0,794,Tobe Hooper
35000000.0,Action,13051,en,25.903237,15-10-2008,85416905.0,100.0,Max Payne,5.2,613,John Moore
40000000.0,Action Thriller Science-Fiction,49530,en,60.231382,27-10-2011,173930596.0,109.0,In Time,6.7,3417,Andrew Niccol
35000000.0,Comedy Romance,34806,en,18.38292,23-04-2010,77477008.0,106.0,The Back-Up Plan,5.7,458,Alan Poul
35000000.0,Comedy Drama Romance,49022,en,14.029012,05-05-2011,59901913.0,112.0,Something Borrowed,5.9,296,Luke Greenfield
