"Product_ID","Product_Weight","Energy_Efficiency","Visibility_Index","Product_Category","Product_Price","Store_ID","Store_Established_Year","Store_Size","Location_Type","Store_Type","Sales_Performance"
"FDJ38",8.6,"Standard",0.040205535,"Headphones",188.753,"OUT046",16,"Small","Tier 1","Electronics Store Type1",7590.12
"NCT06",17.1,"Energy Efficient",0.038816115,"Refrigerators",166.4842,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1326.2736
"FDU21",12.857645184136,"Standard",0.076348933,"Speakers",32.8558,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",713.0718
"NCP30",20.5,"Energy Efficient",0.032819637,"Refrigerators",38.9822,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",982.055
"FDR27",15.1,"Standard",0.096249842,"Tablets",134.4942,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2119.9072
"FDW39",6.69,"Standard",0.0661320287789511,"Tablets",176.937,"OUT017",6,"Small","Tier 2","Electronics Store Type1",4234.488
"DRZ24",12.857645184136,"Energy Efficient",0.0661320287789511,"Smartphones",121.044,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2396.88
"FDK21",7.905,"Energy Efficient",0.010003987,"Speakers",250.7408,"OUT013",26,"High","Tier 3","Electronics Store Type1",5757.8384
"FDJ04",18,"Energy Efficient",0.124452048,"Air Conditioners",118.5124,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1303.6364
"FDZ13",7.84,"Standard",0.154363209,"Headphones",50.835,"OUT017",6,"Small","Tier 2","Electronics Store Type1",599.22
"FDS16",15.15,"Standard",0.066551268,"Air Conditioners",144.676,"OUT017",6,"Small","Tier 2","Electronics Store Type1",3954.852
"FDD56",15.2,"Standard",0.173703549,"Monitors",175.8054,"OUT010",15,"Small","Tier 3","Retail Electronics Store",1050.6324
"FDI57",19.85,"Energy Efficient",0.054025644,"Home Theater Systems",197.2768,"OUT046",16,"Small","Tier 1","Electronics Store Type1",6503.5344
"FDQ12",12.857645184136,"Energy Efficient",0.03523927,"Microwaves",231.601,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",5972.226
"FDI56",7.325,"Energy Efficient",0.093385381,"Monitors",91.3146,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1641.8628
"NCT42",5.88,"Energy Efficient",0.024937792,"Refrigerators",148.4392,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2087.9488
"FDM25",10.695,"Standard",0.060654268,"Printers",174.7712,"OUT035",9,"Small","Tier 2","Electronics Store Type1",3339.6528
"DRB25",12.857645184136,"Energy Efficient",0.06912336,"Smartphones",106.0938,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2787.0388
"NCY30",20.25,"Energy Efficient",0.025953257,"Refrigerators",179.5976,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2535.3664
"FDD44",8.05,"Standard",0.07884393,"Monitors",257.0646,"OUT017",6,"Small","Tier 2","Electronics Store Type1",8760.5964
"FDK45",11.65,"Energy Efficient",0.033851785,"Home Theater Systems",112.186,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1018.674
"FDN45",19.35,"Energy Efficient",0.118342285,"Speakers",222.6088,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1789.6704
"FDQ09",7.235,"Energy Efficient",0.058121214,"Speakers",115.8834,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1382.2008
"FDC17",12.15,"Energy Efficient",0.015457803,"Air Conditioners",209.9928,"OUT035",9,"Small","Tier 2","Electronics Store Type1",5259.82
"FDD45",8.615,"Energy Efficient",0.116152226,"Monitors",94.1436,"OUT013",26,"High","Tier 3","Electronics Store Type1",1512.6976
"FDD41",6.765,"Standard",0.087260103,"Air Conditioners",105.0306,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2090.612
"FDU46",10.3,"Standard",0.0111263,"Speakers",87.254,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1211.756
"FDO45",13.15,"Standard",0.038167453,"Speakers",89.4856,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1230.3984
"FDG41",8.84,"Standard",0.076547632,"Air Conditioners",109.5228,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1657.842
"DRC13",8.26,"Standard",0.0661320287789511,"Smartphones",122.573,"OUT045",11,"Small","Tier 2","Electronics Store Type1",739.038
"FDX50",20.1,"Energy Efficient",0.074931201,"Laptops",108.9228,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1105.228
"FDK56",9.695,"Energy Efficient",0.0661320287789511,"Monitors",185.1898,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2619.2572
"NCL18",18.85,"Energy Efficient",0.16758389,"Refrigerators",194.6136,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2721.7904
"FDN57",18.25,"Energy Efficient",0.054318517,"Speakers",140.9154,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",6381.693
"FDX03",12.857645184136,"Standard",0.060800116,"Tablets",44.4744,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",769.6648
"NCU17",5.32,"Energy Efficient",0.0661320287789511,"Washing Machines",101.7674,"OUT013",26,"High","Tier 3","Electronics Store Type1",1120.5414
"FDL14",8.115,"Standard",0.032152786,"Headphones",157.3972,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1869.5664
"NCU18",15.1,"Energy Efficient",0.055840055,"Refrigerators",139.8496,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1411.496
"NCH43",8.42,"Energy Efficient",0.070968081,"Refrigerators",215.9192,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1941.4728
"FDH41",9,"Energy Efficient",0.081996013,"Air Conditioners",216.2534,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4301.068
"FDS28",8.18,"Standard",0.082737261,"Air Conditioners",57.3588,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",343.5528
"FDG02",12.857645184136,"Energy Efficient",0.011206632,"Headphones",191.4188,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3998.7948
"FDS40",15.35,"Energy Efficient",0.014047825,"Air Conditioners",36.719,"OUT045",11,"Small","Tier 2","Electronics Store Type1",585.904
"FDD10",20.6,"Standard",0.045982389,"Speakers",177.0344,"OUT013",26,"High","Tier 3","Electronics Store Type1",535.3032
"DRQ35",9.3,"Energy Efficient",0.042256257,"Cameras",124.4388,"OUT013",26,"High","Tier 3","Electronics Store Type1",1609.9044
"NCL05",19.6,"Energy Efficient",0.0661320287789511,"Washing Machines",42.877,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",649.155
"FDJ48",11.3,"Energy Efficient",0.056424146,"Microwaves",247.8118,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2223.1062
"FDV21",12.857645184136,"Energy Efficient",0.170254469,"Speakers",124.8704,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2127.8968
"FDJ26",15.3,"Standard",0.084749164,"Headphones",215.5218,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4060.7142
"NCN05",8.235,"Energy Efficient",0.014541462,"Washing Machines",184.495,"OUT017",6,"Small","Tier 2","Electronics Store Type1",3844.995
"FDK09",15.2,"Energy Efficient",0.091763303,"Speakers",228.5352,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1832.2816
"FDM56",12.857645184136,"Energy Efficient",0.069851683,"Monitors",110.9912,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",1310.2944
"DRF25",9,"Energy Efficient",0.039004193,"Smartphones",37.019,"OUT045",11,"Small","Tier 2","Electronics Store Type1",659.142
"FDG14",9,"Standard",0.05060313,"Headphones",150.9024,"OUT045",11,"Small","Tier 2","Electronics Store Type1",4402.2696
"FDZ31",15.35,"Standard",0.113195815,"Monitors",190.8504,"OUT035",9,"Small","Tier 2","Electronics Store Type1",3643.2576
"FDU21",12.857645184136,"Standard",0.134327613,"Speakers",35.0558,"OUT019",28,"Small","Tier 1","Retail Electronics Store",33.9558
"FDC57",20.1,"Standard",0.054584207,"Monitors",193.382,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4247.804
"FDU46",10.3,"Standard",0.018623146,"Speakers",87.854,"OUT010",15,"Small","Tier 3","Retail Electronics Store",259.662
"FDU22",12.35,"Energy Efficient",0.093278912,"Speakers",118.7124,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2607.2728
"DRG23",8.88,"Energy Efficient",0.086957199,"Cameras",152.5682,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1372.2138
"FDR23",15.85,"Energy Efficient",0.13689554,"Keyboards",176.437,"OUT010",15,"Small","Tier 3","Retail Electronics Store",529.311
"FDI14",14.1,"Energy Efficient",0.090043082,"Headphones",140.1496,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",846.8976
"NCN42",20.25,"Energy Efficient",0.014251461,"Refrigerators",148.6418,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2648.5524
"NCM41",16.5,"Energy Efficient",0.035711426,"Washing Machines",93.612,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1584.604
"FDT55",13.6,"Standard",0.043655155,"Monitors",156.7946,"OUT046",16,"Small","Tier 1","Electronics Store Type1",3629.2758
"DRY23",12.857645184136,"Standard",0.108568067,"Smartphones",42.9112,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",809.6128
"FDL46",20.35,"Energy Efficient",0.090480214,"Speakers",119.5466,"OUT010",15,"Small","Tier 3","Retail Electronics Store",117.8466
"FDQ57",7.275,"Energy Efficient",0.027942357,"Speakers",145.076,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1611.236
"FDQ16",19.7,"Energy Efficient",0.041730507,"Air Conditioners",109.2912,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2402.2064
"FDZ52",12.857645184136,"Energy Efficient",0.099589909,"Air Conditioners",109.1886,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",4225.1668
"FDL16",12.857645184136,"Energy Efficient",0.294939214,"Air Conditioners",47.106,"OUT019",28,"Small","Tier 1","Retail Electronics Store",139.818
"NCX18",14.15,"Energy Efficient",0.008829806,"Refrigerators",196.811,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",4517.453
"FDM34",19,"Energy Efficient",0.067722325,"Speakers",130.8626,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1573.9512
"FDG60",12.857645184136,"Energy Efficient",0.060405784,"Microwaves",234.5616,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",6796.4864
"NCA06",20.5,"Energy Efficient",0.0661320287789511,"Refrigerators",37.119,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",842.237
"DRD12",6.96,"Energy Efficient",0.077193561,"Smartphones",89.9146,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1277.0044
"FDP04",15.35,"Energy Efficient",0.013869039,"Air Conditioners",62.5168,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",447.4176
"NCH30",17.1,"Energy Efficient",0.067290244,"Refrigerators",114.586,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1584.604
"FDS04",10.195,"Standard",0.146960375,"Air Conditioners",142.2838,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1685.8056
"FDQ13",12.857645184136,"Energy Efficient",0.018632082,"Headphones",82.9908,"OUT019",28,"Small","Tier 1","Retail Electronics Store",503.3448
"FDU59",5.78,"Energy Efficient",0.096536082,"Keyboards",162.8552,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",3574.0144
"DRG11",6.385,"Energy Efficient",0.084008316,"Cameras",108.2596,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1186.4556
"FDA36",12.857645184136,"Energy Efficient",0.005638944,"Microwaves",184.9924,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3146.5708
"FDA15",9.3,"Energy Efficient",0.01601936,"Laptops",248.5092,"OUT035",9,"Small","Tier 2","Electronics Store Type1",6474.2392
"FDZ03",13.65,"Standard",0.13187274,"Laptops",188.024,"OUT010",15,"Small","Tier 3","Retail Electronics Store",745.696
"FDJ16",9.195,"Energy Efficient",0.114863923,"Air Conditioners",59.0246,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1853.5872
"FDZ12",9.17,"Energy Efficient",0.103138922,"Microwaves",141.747,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",3006.087
"FDH09",12.6,"Energy Efficient",0.056191301,"Home Theater Systems",53.2982,"OUT045",11,"Small","Tier 2","Electronics Store Type1",736.3748
"FDT13",14.85,"Energy Efficient",0.01867669,"Headphones",188.7214,"OUT017",6,"Small","Tier 2","Electronics Store Type1",3956.8494
"FDU20",19.35,"Standard",0.021578923,"Monitors",120.5098,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1807.647
"DRH25",18.7,"Energy Efficient",0.0661320287789511,"Smartphones",52.2324,"OUT035",9,"Small","Tier 2","Electronics Store Type1",467.3916
"FDK26",5.46,"Standard",0.032242661,"Headphones",187.624,"OUT045",11,"Small","Tier 2","Electronics Store Type1",3542.056
"FDU32",8.785,"Energy Efficient",0.025962714,"Monitors",120.9414,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1949.4624
"FDI22",12.6,"Energy Efficient",0.096407554,"Speakers",210.8612,"OUT045",11,"Small","Tier 2","Electronics Store Type1",3344.9792
"NCB54",8.76,"Energy Efficient",0.050256604,"Washing Machines",127.3336,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",2684.5056
"FDX46",12.3,"Standard",0.058234621,"Speakers",58.7562,"OUT045",11,"Small","Tier 2","Electronics Store Type1",592.562
"NCC07",19.6,"Energy Efficient",0.023931217,"Refrigerators",103.1964,"OUT013",26,"High","Tier 3","Electronics Store Type1",736.3748
"FDQ34",12.857645184136,"Energy Efficient",0.284065879,"Speakers",105.5622,"OUT019",28,"Small","Tier 1","Retail Electronics Store",211.7244
"FDM16",8.155,"Standard",0.033692089,"Air Conditioners",76.2354,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1279.0018
"FDJ55",12.857645184136,"Standard",0.023417004,"Tablets",223.8404,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",7201.2928
"DRI01",7.97,"Energy Efficient",0.034647829,"Smartphones",171.2422,"OUT017",6,"Small","Tier 2","Electronics Store Type1",3103.9596
"FDD50",18.85,"Energy Efficient",0.142219209,"Headphones",167.6132,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1522.0188
"FDJ08",11.1,"Energy Efficient",0.11089655,"Monitors",191.5846,"OUT045",11,"Small","Tier 2","Electronics Store Type1",2101.9306
"NCK18",9.6,"Energy Efficient",0.006708517,"Refrigerators",164.6184,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2972.1312
"FDQ14",9.27,"Energy Efficient",0.103419257,"Laptops",148.105,"OUT010",15,"Small","Tier 3","Retail Electronics Store",149.805
"FDS51",13.35,"Energy Efficient",0.032180494,"Tablets",61.2194,"OUT046",16,"Small","Tier 1","Electronics Store Type1",433.4358
"FDA04",11.3,"Standard",0.066717378,"Air Conditioners",260.8962,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4920.9278
"FDP10",19,"Energy Efficient",0.128814669,"Speakers",107.6622,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1164.4842
"FDT36",12.3,"Energy Efficient",0.111500259,"Microwaves",35.6874,"OUT045",11,"Small","Tier 2","Electronics Store Type1",846.8976
"FDH38",6.425,"Energy Efficient",0.010497273,"Headphones",118.3808,"OUT017",6,"Small","Tier 2","Electronics Store Type1",2812.3392
"FDC16",11.5,"Standard",0.020653603,"Laptops",84.954,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",865.54
"FDF17",5.19,"Energy Efficient",0.042687151,"Air Conditioners",195.911,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2946.165
"FDU23",12.15,"Energy Efficient",0.021705417,"Keyboards",163.5184,"OUT013",26,"High","Tier 3","Electronics Store Type1",3137.2496
"FDB34",15.25,"Energy Efficient",0.026651184,"Speakers",86.6198,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1657.1762
"FDW26",11.8,"Standard",0.106968096,"Laptops",221.6772,"OUT013",26,"High","Tier 3","Electronics Store Type1",3113.2808
"FDP45",15.7,"Standard",0.030686952,"Speakers",253.4724,"OUT045",11,"Small","Tier 2","Electronics Store Type1",1510.0344
"FDD38",16.75,"Standard",0.008191729,"Headphones",103.5674,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1629.8784
"FDM60",10.8,"Standard",0.048218142,"Microwaves",42.2138,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",690.4346
"FDW26",11.8,"Standard",0.107036943,"Laptops",220.3772,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4447.544
"FDV51",12.857645184136,"Energy Efficient",0.032381325,"Tablets",166.1842,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",5470.8786
"FDT33",7.81,"Standard",0.034043503,"Speakers",168.7158,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2673.8528
"FDQ40",11.1,"Standard",0.036027524,"Air Conditioners",177.2712,"OUT046",16,"Small","Tier 1","Electronics Store Type1",3339.6528
"FDX40",12.85,"Energy Efficient",0.0661320287789511,"Air Conditioners",38.3164,"OUT035",9,"Small","Tier 2","Electronics Store Type1",502.0132
"FDU31",10.5,"Standard",0.02498633,"Monitors",216.7508,"OUT035",9,"Small","Tier 2","Electronics Store Type1",3038.7112
"DRJ01",6.135,"Energy Efficient",0.115032406,"Smartphones",161.0236,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1288.9888
"FDP11",12.857645184136,"Energy Efficient",0.068765925,"Keyboards",216.9166,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",4354.332
"NCN43",12.857645184136,"Energy Efficient",0.006727008,"Miscellaneous Electronics",125.173,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3202.498
"FDA15",9.3,"Energy Efficient",0.016087659,"Laptops",249.6092,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",5976.2208
"FDO04",16.6,"Energy Efficient",0.0661320287789511,"Air Conditioners",54.6614,"OUT017",6,"Small","Tier 2","Electronics Store Type1",884.1824
"NCF43",8.51,"Energy Efficient",0.051936086,"Refrigerators",142.947,"OUT035",9,"Small","Tier 2","Electronics Store Type1",3006.087
"NCI17",8.645,"Energy Efficient",0.1442339,"Washing Machines",95.441,"OUT017",6,"Small","Tier 2","Electronics Store Type1",3282.394
"FDY47",8.6,"Standard",0.05443912,"Keyboards",128.831,"OUT013",26,"High","Tier 3","Electronics Store Type1",1038.648
"FDF20",12.857645184136,"Energy Efficient",0.033059299,"Monitors",196.4768,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",6306.4576
"NCS53",14.5,"Energy Efficient",0.089778187,"Washing Machines",158.4604,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2693.8268
"FDK38",6.65,"Energy Efficient",0.053372768,"Headphones",149.5734,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2524.0478
"FDW43",20.1,"Standard",0.022406575,"Monitors",225.9036,"OUT013",26,"High","Tier 3","Electronics Store Type1",3643.2576
"FDV57",15.25,"Standard",0.065896556,"Speakers",179.266,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1438.128
"FDX26",17.7,"Energy Efficient",0.088305201,"Laptops",182.3292,"OUT017",6,"Small","Tier 2","Electronics Store Type1",4195.8716
"FDR04",7.075,"Energy Efficient",0.022566975,"Air Conditioners",97.3068,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1263.6884
"FDP19",11.5,"Energy Efficient",0.0661320287789511,"Monitors",129.3652,"OUT013",26,"High","Tier 3","Electronics Store Type1",2066.6432
"FDT07",5.82,"Standard",0.077756427,"Monitors",254.533,"OUT017",6,"Small","Tier 2","Electronics Store Type1",1281.665
"DRB24",8.785,"Energy Efficient",0.020609218,"Smartphones",155.1656,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",4016.1056
"FDB36",5.465,"Standard",0.0661320287789511,"Microwaves",129.1626,"OUT046",16,"Small","Tier 1","Electronics Store Type1",3672.5528
"NCE07",12.857645184136,"Energy Efficient",0.013066448,"Refrigerators",140.9154,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2127.231
"FDI16",12.857645184136,"Standard",0.135118202,"Air Conditioners",52.564,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2290.352
"FDP45",15.7,"Standard",0.030624844,"Speakers",252.2724,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1258.362
"NCC43",7.39,"Energy Efficient",0.092705683,"Refrigerators",251.9066,"OUT013",26,"High","Tier 3","Electronics Store Type1",4267.1122
"FDQ23",12.857645184136,"Energy Efficient",0.042941559,"Keyboards",102.9332,"OUT019",28,"Small","Tier 1","Retail Electronics Store",102.5332
"FDW24",6.8,"Energy Efficient",0.03748996,"Microwaves",48.6034,"OUT035",9,"Small","Tier 2","Electronics Store Type1",291.6204
"FDW09",12.857645184136,"Standard",0.025795293,"Speakers",80.2302,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",2139.2154
"FDN10",11.5,"Energy Efficient",0.046115083,"Speakers",120.2124,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1540.6612
"FDE23",17.6,"Standard",0.053170949,"Mouse",45.606,"OUT035",9,"Small","Tier 2","Electronics Store Type1",1724.422
"FDV16",7.75,"Standard",0.082915017,"Air Conditioners",34.9558,"OUT035",9,"Small","Tier 2","Electronics Store Type1",645.1602
"FDF12",12.857645184136,"Energy Efficient",0.082028694,"Microwaves",148.6076,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3990.8052
"FDN21",18.6,"Energy Efficient",0.076975118,"Speakers",161.8236,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1611.236
"DRC25",5.73,"Energy Efficient",0.045371855,"Smartphones",86.0882,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1116.5466
"NCP18",12.15,"Energy Efficient",0.028642712,"Refrigerators",149.0708,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1203.7664
"FDW60",5.44,"Standard",0.017047751,"Microwaves",174.637,"OUT013",26,"High","Tier 3","Electronics Store Type1",2999.429
"FDY04",17.7,"Standard",0.042562588,"Air Conditioners",165.021,"OUT045",11,"Small","Tier 2","Electronics Store Type1",3425.541
"NCJ31",12.857645184136,"Energy Efficient",0.181769264,"Miscellaneous Electronics",240.6196,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",4579.3724
"DRN47",12.1,"Energy Efficient",0.016812745,"Cameras",180.666,"OUT013",26,"High","Tier 3","Electronics Store Type1",4134.618
"FDU13",8.355,"Energy Efficient",0.0661320287789511,"Headphones",145.6418,"OUT013",26,"High","Tier 3","Electronics Store Type1",3384.2614
"FDT39",6.26,"Standard",0.016516867,"Tablets",151.1366,"OUT010",15,"Small","Tier 3","Retail Electronics Store",453.4098
"NCQ18",15.75,"Energy Efficient",0.134960397,"Refrigerators",101.37,"OUT013",26,"High","Tier 3","Electronics Store Type1",2097.27
"FDV25",5.905,"Energy Efficient",0.045614252,"Headphones",221.5456,"OUT013",26,"High","Tier 3","Electronics Store Type1",6852.4136
"NCE30",16,"Energy Efficient",0.099136036,"Refrigerators",210.3902,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1486.7314
"NCN42",20.25,"Energy Efficient",0.014222617,"Refrigerators",148.9418,"OUT046",16,"Small","Tier 1","Electronics Store Type1",3531.4032
"FDW25",5.175,"Energy Efficient",0.037457098,"Headphones",83.4224,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1448.7808
"FDS49",9,"Energy Efficient",0.079279489,"Headphones",77.2644,"OUT013",26,"High","Tier 3","Electronics Store Type1",1335.5948
"FDN34",15.6,"Standard",0.045835395,"Speakers",168.2132,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2367.5848
"FDS45",5.175,"Standard",0.029616108,"Speakers",107.7622,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",2011.3818
"NCL53",12.857645184136,"Energy Efficient",0.0661320287789511,"Washing Machines",175.4028,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",6729.9064
"FDT38",18.7,"Energy Efficient",0.0576269,"Laptops",83.3566,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1860.2452
"NCX06",17.6,"Energy Efficient",0.015687045,"Refrigerators",182.6976,"OUT046",16,"Small","Tier 1","Electronics Store Type1",3440.8544
"NCY17",18.2,"Energy Efficient",0.162960415,"Washing Machines",43.5086,"OUT013",26,"High","Tier 3","Electronics Store Type1",1070.6064
"NCO18",13.15,"Energy Efficient",0.024651269,"Refrigerators",179.5686,"OUT046",16,"Small","Tier 1","Electronics Store Type1",1422.1488
"FDY47",8.6,"Standard",0.091195818,"Keyboards",130.231,"OUT010",15,"Small","Tier 3","Retail Electronics Store",129.831
"FDF57",12.857645184136,"Standard",0.058542509,"Monitors",168.6448,"OUT027",28,"Medium","Tier 3","Specialty Electronics Store",3408.896
"FDS26",20.35,"Energy Efficient",0.089608321,"Laptops",262.1594,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",3139.9128
"NCL17",7.39,"Energy Efficient",0.067766896,"Washing Machines",140.6812,"OUT035",9,"Small","Tier 2","Electronics Store Type1",3704.5112
"NCB18",19.6,"Energy Efficient",0.041355366,"Refrigerators",88.7514,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",2656.542
"FDA50",16.25,"Energy Efficient",0.145913308,"Laptops",95.441,"OUT010",15,"Small","Tier 3","Retail Electronics Store",193.082
"DRE13",6.28,"Energy Efficient",0.027748176,"Smartphones",86.5198,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1395.5168
"DRE60",9.395,"Energy Efficient",0.159201868,"Smartphones",226.072,"OUT013",26,"High","Tier 3","Electronics Store Type1",3621.952
"FDB20",7.72,"Energy Efficient",0.052274691,"Monitors",79.1986,"OUT017",6,"Small","Tier 2","Electronics Store Type1",778.986
"NCS18",12.65,"Energy Efficient",0.042175992,"Refrigerators",106.4938,"OUT013",26,"High","Tier 3","Electronics Store Type1",2465.4574
"FDH19",12.857645184136,"Energy Efficient",0.057933643,"Tablets",175.1738,"OUT019",28,"Small","Tier 1","Retail Electronics Store",347.5476
"FDS47",16.75,"Energy Efficient",0.0661320287789511,"Keyboards",88.7856,"OUT045",11,"Small","Tier 2","Electronics Store Type1",966.7416
"FDC09",15.5,"Standard",0.026280116,"Monitors",102.3332,"OUT013",26,"High","Tier 3","Electronics Store Type1",922.7988
"DRG23",8.88,"Energy Efficient",0.086916126,"Cameras",153.3682,"OUT049",14,"Medium","Tier 1","Electronics Store Type1",1219.7456
"FDU34",18.25,"Energy Efficient",0.075347426,"Speakers",126.3046,"OUT045",11,"Small","Tier 2","Electronics Store Type1",747.0276
"FDZ40",8.935,"Energy Efficient",0.040410039,"Air Conditioners",52.9298,"OUT017",6,"Small","Tier 2","Electronics Store Type1",539.298
"NCE30",16,"Energy Efficient",0.09911729,"Refrigerators",210.7902,"OUT035",9,"Small","Tier 2","Electronics Store Type1",4460.1942
"FDA44",19.7,"Energy Efficient",0.053439522,"Monitors",55.093,"OUT018",4,"Medium","Tier 3","Electronics Store Type2",1018.674
"FDB32",20.6,"Energy Efficient",0.023448504,"Monitors",93.9778,"OUT035",9,"Small","Tier 2","Electronics Store Type1",2816.334
"NCO06",19.25,"Energy Efficient",0.108030434,"Refrigerators",32.4558,"OUT046",16,"Small","Tier 1","Electronics Store Type1",101.8674
"FDY44",14.15,"Standard",0.024404558,"Monitors",198.311,"OUT046",16,"Small","Tier 1","Electronics Store Type1",2553.343
"FDG10",6.63,"Standard",0.010961483,"Speakers",58.2588,"OUT045",11,"Small","Tier 2","Electronics Store Type1",343.5528
